Contents Table						Header Table			Marker Table													Summary Table										Stimulus Table				Data Table																																																					
Table	Left	Top	Right	Bottom		Parameter	Value		Group	Name	Cage #	Age	Date	S	C	R	Eye	Name	uV	ms		Subject	Cage #	Step	Result	Eye	Trials	Rejects	Date	Comment		Step	Description	cd.s/m²		Step	Column	Chan	Result	Column	Trials	Step 1	Chan 1		Chan 2		Chan 3		Chan 4		Step 2	Chan 1			Chan 2			Chan 3			Chan 4			Step 3	Chan 1	Chan 2	Chan 3	Chan 4	Step 4	Chan 1	Chan 2	Chan 3	Chan 4	Step 5	Chan 1	Chan 2	Chan 3	Chan 4	Step 6	Chan 1	Chan 2	Chan 3	Chan 4	Step 7	Chan 1	Chan 2	Chan 3	Chan 4	
																																										241.5	-1230.58203125	-6993.71875	-2980.580078125	-10504.4609375	2328.3349609375	-762.485534667969	1825.2587890625	-812.671508789063	241.5	-3016.958984375	-7323.2373046875	-2534.466796875	-4264.685546875	-1115.6416015625	-15621.48046875	-2489.00390625	2648.0810546875	840.631713867188	1790.76635742188	6219.03662109375	-1632.10437011719	241.5	24075.07421875	36436.5390625	-2498.40185546875	-2010.373046875	241.5	-28136.244140625	-41647.70703125	362.605224609375	-2397.60668945313	241.5	-72434.34375	-77127.3984375	-3614.05444335938	-7081.21923828125	241.5	-50412.484375	-40030.3515625	-5003.7861328125	930.8076171875	241.5	89585.4921875	185602.84375	497.8603515625	-3875.87524414063	
																																										242	-247.9765625	-9021.7421875	-4334.53125	-10529.6796875	3421.76025390625	-2717.08178710938	411.838745117188	-346.834411621094	242	-7688.9033203125	-9129.2548828125	-898.345703125	-5642.3623046875	-895.884765625	-15527.720703125	-7452.751953125	274.461029052734	2039.13342285156	412.62353515625	4977.7421875	-962.88671875	242	29480.158203125	38709.46875	2398.2646484375	1122.15649414063	242	-30901.91796875	-39696.41796875	-2100.7197265625	1016.3671875	242	-75773.625	-77000.2421875	-6692.9912109375	-6199.14453125	242	-47238.41015625	-42664.1640625	-134.565795898438	-2373.25927734375	242	87472.21875	182050.4375	397.6552734375	-2347.83862304688	
																																										242.5	781.033203125	-8824.84375	-5066.37890625	-9957.140625	3907.55590820313	-2569.96850585938	-541.748413085938	436.733520507813	242.5	-7173.07080078125	-9713.7255859375	-1466.45703125	-6360.44091796875	-2605.4267578125	-17089.9453125	-6709.4033203125	-900.633483886719	1310.32385253906	-689.382568359375	1890.84436035156	-1546.52844238281	242.5	31228.74609375	40992.359375	4361.34375	3753.876953125	242.5	-34079.5703125	-40453.7890625	-5162.7998046875	1462.49145507813	242.5	-73632.34375	-75863.171875	-5283.4228515625	-4598.572265625	242.5	-45210.26171875	-43296.25	3515.14721679688	-3924.68017578125	242.5	84735.5390625	177463.40625	-417.229400634766	-1900.029296875	
																																										243	1077.0390625	-7215.6015625	-4820.525390625	-8853.9296875	3468.8017578125	-787.211181640625	-449.080139160156	1484.30749511719	243	-1363.59594726563	-7376.48193359375	-3975.3798828125	-6257.87451171875	-6303.11962890625	-18368.19140625	-653.753173828125	546.298034667969	-1167.82592773438	-871.500793457031	-2353.37670898438	-2137.009765625	243	29202.439453125	42721.52734375	2306.5615234375	5096.68310546875	243	-32427.26171875	-42207.72265625	-4356.99609375	52.53466796875	243	-68852.0859375	-76441.0390625	-1095.0078125	-4372.787109375	243	-46466.33984375	-41099.484375	3611.45727539063	-2756.56884765625	243	82744.25	172266.078125	-745.430541992188	-2262.20385742188	
																																										243.5	249.162109375	-5723.4375	-4525.064453125	-7942.875	2017.87548828125	1018.07971191406	-2.96350860595703	2192.7548828125	243.5	4604.02880859375	-4289.7861328125	-6398	-6503.36474609375	-9978.58984375	-16347.58984375	5597.349609375	2881.552734375	-3469.75634765625	-912.945556640625	-5764.919921875	-340.812133789063	243.5	26473.197265625	43373.1953125	-1053.5830078125	4831.0595703125	243.5	-29594.869140625	-43012.484375	-1757.52185058594	-1058.60559082031	243.5	-65948.4609375	-78497.5859375	1581.041015625	-5629.7451171875	243.5	-49163.2109375	-38992.125	1537.94702148438	-1263.48388671875	243.5	81526.640625	167475.671875	-327.0791015625	-2464.787109375	
																																										244	-526.42578125	-5716.859375	-4810.98828125	-7229.453125	605.11279296875	1352.72814941406	61.523754119873	2437.43041992188	244	4629.67529296875	-4261.92529296875	-7282.9140625	-6336.08984375	-10457.1904296875	-12071.2734375	6175.1240234375	2765.23364257813	-4004.55224609375	-577.552001953125	-5752.9765625	3222.45361328125	244	24058.38671875	42297.90234375	-3758.21435546875	2850.78955078125	244	-31165.16796875	-43102.70703125	-2138.89111328125	-1363.40881347656	244	-67173.515625	-79776.6015625	181.25341796875	-6527.37353515625	244	-50966.828125	-39978.875	-134.131469726563	-2304.88671875	244	80208.359375	163749.4375	146.833923339844	-1803.65502929688	
																																										244.5	-100.17578125	-6552.6953125	-5403.046875	-6591.2890625	324.957397460938	544.191711425781	-220.258911132813	2353.474609375	244.5	-757.02490234375	-6931.33251953125	-6568.123046875	-5939.5908203125	-8376.916015625	-9246.931640625	1072.3720703125	49.1486206054688	-2654.86743164063	-74.26513671875	-2849.51806640625	5381.98193359375	244.5	23295.0546875	39669.59375	-4314.1806640625	-254.956939697266	244.5	-34489.2265625	-43964.78125	-4440.58984375	-1862.6953125	244.5	-70566.9140625	-79309.7890625	-3738.404296875	-5930.90478515625	244.5	-52137.7421875	-42672.171875	-815.275207519531	-5171.37646484375	244.5	78841.421875	160481.875	469.721923828125	-705.637390136719	
																																										245	1449.74609375	-6742.484375	-6656.53515625	-6682.875	1179.52917480469	-7.00327682495117	-989.298461914063	1628.25415039063	245	-4965.3515625	-9220.517578125	-5687.56640625	-6316.51220703125	-6254.63330078125	-8777.494140625	-3741.56787109375	-2561.11962890625	-860.884033203125	-178.702026367188	319.0380859375	4861.666015625	245	25173.1953125	37542.9140625	-2154.0986328125	-2562.35888671875	245	-36952.43359375	-45814.61328125	-6168.8203125	-2958.59033203125	245	-72188.8359375	-78921.265625	-6317.3076171875	-5081.0458984375	245	-54097.0703125	-44628.9140625	-1474.90625	-7503.1611328125	245	77837.765625	156696.109375	856.26416015625	-97.2440185546875	
																																										245.5	3287.80078125	-7440.921875	-8527.154296875	-7149.203125	2305.43579101563	-683.605163574219	-2086.47900390625	602.92431640625	245.5	-4259.70361328125	-9424.796875	-6483.74609375	-5478.7294921875	-3862.234375	-9096.765625	-3870.01513671875	-3039.29516601563	-467.17919921875	382.483154296875	2944.10131835938	2955.42797851563	245.5	26922.21875	38301.48828125	247.000183105469	-2051.21704101563	245.5	-38836.9296875	-48814.1875	-6781.08837890625	-4743.7861328125	245.5	-70681.28125	-80384.8984375	-5702.65869140625	-5609.4287109375	245.5	-57626.671875	-45117.8984375	-2943.00170898438	-8117.736328125	245.5	76826.171875	152416.0625	1093.3798828125	-152.2734375	
																																										246	4578.78515625	-9166.5078125	-9597.94140625	-6710.828125	2772.7783203125	-1850.19348144531	-2394.44580078125	327.786773681641	246	-1500.75830078125	-7319.43017578125	-8231.9140625	-1315.68896484375	-865.556640625	-9404.705078125	-993.691650390625	-1092.54174804688	-1209.20959472656	3183.19799804688	5014.37060546875	991.64892578125	246	26698.13671875	40353.4296875	794.881958007813	85.262451171875	246	-38925.05859375	-52421.91015625	-5483.77978515625	-6647.5703125	246	-70185.6640625	-82137.1484375	-4891.82080078125	-6625.3896484375	246	-61183.71875	-44788.375	-4225.66455078125	-7458.16943359375	246	74815.90625	147972.390625	501.5185546875	-552.361877441406	
																																										246.5	4649.767578125	-10069.5	-9416.4765625	-5080.453125	1994.3212890625	-2246.39624023438	-1478.28234863281	1119.71850585938	246.5	-350.587890625	-4606.73876953125	-8018.2109375	2715.2041015625	684.50390625	-10266.00390625	1108.98754882813	1553.49645996094	-764.819030761719	5736.89306640625	5258.94384765625	-888.062316894531	246.5	26108.3984375	40966.4296875	357.696990966797	1218.14794921875	246.5	-36570.98046875	-52953.5703125	-2174.96655273438	-5929.5791015625	246.5	-73307.5546875	-82065.390625	-6583.31787109375	-6335.2197265625	246.5	-62982.1328125	-46087.5234375	-3857.68603515625	-7643.9716796875	246.5	71965.4765625	143310.71875	-782.848022460938	-1132.33361816406	
																																										247	3174.48046875	-9504.6171875	-8827.3828125	-3965.4140625	-80.1501922607422	-1283.595703125	-94.3911743164063	1649.63940429688	247	-667.0126953125	-3499.7548828125	-5174.67578125	1050.5478515625	341.1591796875	-11789.1943359375	1436.52709960938	2622.84716796875	1703.02844238281	3615.8623046875	3506.87377929688	-2662.8525390625	247	26297.94921875	40718.2890625	202.640563964844	1145.37072753906	247	-34119.27734375	-50119.29296875	977.870849609375	-2283.74145507813	247	-75480.953125	-81164.796875	-7919.4853515625	-5182.099609375	247	-62743.359375	-49701.5546875	-1614.55981445313	-9556.802734375	247	69228.1328125	139022.203125	-1882.92724609375	-1369.26953125	
																																										247.5	1140.375	-7723.7421875	-8444.291015625	-5125.8671875	-2400.21655273438	700.955505371094	964.211486816406	402.506500244141	247.5	-1178.2548828125	-4742.865234375	-2538.1953125	-2826.0322265625	666.173828125	-13561.173828125	902.296630859375	1280.87121582031	4002.42626953125	-938.714721679688	1955.1259765625	-4053.25634765625	247.5	26631.078125	40834.9765625	268.925933837891	887.187866210938	247.5	-34062.88671875	-47423.2109375	1619.28515625	1234.62841796875	247.5	-73284.1796875	-81765.5703125	-5874.1220703125	-5063.70849609375	247.5	-61093.390625	-53533.4453125	1637.49072265625	-11588.19921875	247.5	67304.765625	136013.890625	-2079.7275390625	-588.814697265625	
																																										248	207.5625	-6039.6015625	-7911.25	-7485.234375	-3406.26416015625	2412.39721679688	1730.22351074219	-1880.44409179688	248	-2098.3076171875	-7591.0732421875	-1807.5068359375	-3591.78515625	1548.521484375	-15433.943359375	-86.685302734375	-1581.01525878906	4323.76318359375	-3053.36499023438	1146.67358398438	-4946.59130859375	248	25094.580078125	39847.61328125	-838.392395019531	-148.064041137695	248	-36466.90625	-45847.37890625	-399.397583007813	2992.4365234375	248	-68913.3359375	-83810.1953125	-1842.107421875	-6263.09033203125	248	-61078.7265625	-56122.3828125	3233.5380859375	-12186.404296875	248	66445.65625	133762.125	-1200.77563476563	770.9052734375	
																																										248.5	900.716796875	-6895.890625	-6496.5546875	-8018.9140625	-2577.67016601563	1838.75671386719	2743.416015625	-2644.06298828125	248.5	-2756.1201171875	-9952.11328125	-2137.26171875	-4469.8603515625	66.392578125	-17099.1953125	-743.736328125	-3802.69091796875	3123.47119140625	-3930.11059570313	-834.92822265625	-5188.49658203125	248.5	20808.80078125	37099.21875	-3804.68505859375	-2287.70654296875	248.5	-39695.34765625	-46517.546875	-3311.68408203125	2066.96923828125	248.5	-66699.359375	-85568.3984375	307.4306640625	-7382.87353515625	248.5	-62430.0859375	-56466.453125	2938.30419921875	-10508.5068359375	248.5	65755.34375	130732.21875	-93.4139404296875	1373.68237304688	
																																										249	2725.134765625	-10016.5859375	-4908.759765625	-6216.546875	-566.616638183594	-835.474670410156	3604.17626953125	-1132.43139648438	249	-2263.7578125	-10550.09765625	-2847.0625	-8166.771484375	-3505.3896484375	-18330.47265625	-313.028076171875	-3961.86669921875	1386.65649414063	-5891.49853515625	-4011.28369140625	-4730.150390625	249	16834.28125	35105.578125	-6255.31640625	-3620.67065429688	249	-41238.234375	-49762.48046875	-4575.466796875	-1310.14086914063	249	-68399.7421875	-85814.7265625	-1387.2060546875	-7166.595703125	249	-61393.5703125	-54682.453125	3636.41943359375	-6999.3466796875	249	64299.90625	126701.484375	273.524719238281	841.64794921875	
																																										249.5	4801.568359375	-11869.078125	-4450.96875	-4692.84375	1475.66442871094	-2600.392578125	3352.8681640625	555.212036132813	249.5	-2110.4091796875	-10003.61328125	-3699.55859375	-10562.8076171875	-6588.2744140625	-18751.6328125	128.44287109375	-2548.60571289063	-207.856536865234	-6612.37353515625	-6328.34716796875	-3485.41772460938	249.5	17054.931640625	34593.65625	-4964.8671875	-3294.70849609375	249.5	-40567.08203125	-51989.85546875	-3442.60498046875	-3916.220703125	249.5	-71831.1953125	-84701.3203125	-5088.8876953125	-5652.7099609375	249.5	-60831.90625	-54504.34375	3984.70556640625	-4875.677734375	249.5	62468.4453125	123047.2578125	38.0833129882813	265.390747070313	
																																										250	6197.197265625	-11106.2109375	-5296.94921875	-4619.4375	2497.27270507813	-1836.13610839844	1867.4658203125	919.208862304688	250	-1531.11572265625	-9236.7060546875	-4532.263671875	-9781.791015625	-7916.541015625	-18088.17578125	771.356384277344	-771.035888671875	-1318.86254882813	-4541.81640625	-6472.4228515625	-1477.13708496094	250	20621.65625	35478.10546875	-498.048156738281	-1502.01538085938	250	-39726.4375	-52025.81640625	-1687.50354003906	-4144.853515625	250	-74137.765625	-83165.3359375	-7721.357421875	-3844.59594726563	250	-65644.9921875	-57780.546875	482.232177734375	-6033.26904296875	250	61141.30078125	120334.53125	-19.6271362304688	374.266357421875	
																																										250.5	6793.6552734375	-9767.5	-6514.099609375	-5472.6953125	2332.19970703125	-36.0122909545898	69.9722366333008	131.044403076172	250.5	791.19140625	-8854.318359375	-5283.5078125	-9180.228515625	-7748.4267578125	-16951.625	2437.37841796875	428.905731201172	-1903.05737304688	-2152.97216796875	-4715.90283203125	627.956604003906	250.5	23241.166015625	37986.453125	3215.21997070313	1425.67431640625	250.5	-40154.390625	-53525.5703125	-1025.36499023438	-4517.6826171875	250.5	-74860.7109375	-82293.3046875	-8196.1640625	-2917.03442382813	250.5	-73417.5	-60996.6640625	-5237.69384765625	-7858.03173828125	250.5	60475	117905.828125	407.55419921875	796.808349609375	
																																										251	6894.1484375	-8647.6796875	-6715.744140625	-6552.875	1442.04711914063	1516.83813476563	-704.586608886719	-982.560913085938	251	-185.896484375	-9394.72265625	-5439.681640625	-9866.62109375	-7375.50927734375	-16241.9453125	1682.20458984375	507.110717773438	-1730.48083496094	-1005.69256591797	-2524.63403320313	1947.82666015625	251	23994.943359375	39625.49609375	4449.06103515625	3316.07739257813	251	-41235.578125	-57357.18359375	-1342.3857421875	-6296.53515625	251	-74548.2578125	-83389.2890625	-7048.578125	-3915.99462890625	251	-77558.25	-62173.7421875	-7647.556640625	-8053.64697265625	251	60129.0390625	115410.0859375	1064.30944824219	1101.39086914063	
																																										251.5	6364.3916015625	-7491.7578125	-5698.603515625	-7181.109375	96.7477722167969	2561.060546875	-148.928131103516	-1569.97619628906	251.5	-7073.39453125	-10487.9541015625	-5034.072265625	-11051.43359375	-7875.34423828125	-16321.2041015625	-3551.99609375	-154.126190185547	-961.191284179688	-823.612426757813	-1245.5341796875	2130.21826171875	251.5	24789.658203125	39828.5546875	4475.56787109375	3372.12890625	251.5	-42118.8359375	-59692.25	-1791.62780761719	-6964.876953125	251.5	-72490.0078125	-85638.78125	-4438.84619140625	-6083.1044921875	251.5	-75885.9453125	-62835.5546875	-4387.82080078125	-7288.66064453125	251.5	59494.00390625	113101.03125	1382.22680664063	1325.38696289063	
																																										252	5359.380859375	-7141.4609375	-4480.2578125	-7328.671875	-1350.85925292969	2536.10717773438	806.351989746094	-1457.47705078125	252	-12373.943359375	-11558.046875	-5550.078125	-12589.927734375	-8492.099609375	-16599.9296875	-7615.41796875	-839.931030273438	-800.167541503906	-1203.94311523438	-593.938354492188	1737.15832519531	252	25096.123046875	40653.19921875	3625.4814453125	3166.7666015625	252	-42579.27734375	-59266.0625	-1887.76403808594	-5220.7861328125	252	-69630.8046875	-86835.7890625	-1550.18017578125	-7361.7646484375	252	-72636.25	-63433.75	970.387084960938	-6298.60791015625	252	58123.84375	110848.0078125	957.283569335938	1393.1650390625	
																																										252.5	3744.484375	-7776.7734375	-3450.162109375	-6932.5390625	-2826.57568359375	1463.24145507813	1488.58471679688	-731.055053710938	252.5	-11821.69140625	-12579.2001953125	-6661.3515625	-13992.1650390625	-8508.0595703125	-15774.201171875	-6228.072265625	-1282.02673339844	-1218.74938964844	-1502.70483398438	127.912078857422	1961.6494140625	252.5	24295.185546875	42042.73828125	1908.42785644531	3191.8427734375	252.5	-41673.06640625	-57710.3828125	-914.310913085938	-2345.0771484375	252.5	-69678.0546875	-86962.8828125	-1360.07275390625	-7304.86474609375	252.5	-71470.75	-63411.890625	4235.31640625	-5084.5654296875	252.5	56187.890625	108063.0625	-23.7840576171875	937.470947265625	
																																										253	949.26171875	-8463.6171875	-2840.708984375	-6514.1484375	-4641.525390625	274.915710449219	1566.33325195313	38.738395690918	253	-10278.1123046875	-12686.3896484375	-5726.337890625	-14689.9638671875	-8932.8056640625	-13318.30078125	-2671.92016601563	-862.853332519531	-300.360504150391	-1154.66320800781	438.865692138672	3345.72314453125	253	22918.12890625	43479.40625	-52.4355773925781	3238.97802734375	253	-39858.7109375	-55111.45703125	715.50927734375	879.4140625	253	-72538.90625	-87292.390625	-3981.11987304688	-6936.8740234375	253	-71511.046875	-63385.6875	5084.7548828125	-4184.2490234375	253	53957.14453125	104633.53125	-1154.71838378906	-72.09375	
